,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,Tissue,source_ct,source_state,target_ct,target_state,ligand_mean,ligand_pct,receptor_mean,receptor_pct,rank_within_tissue,percentile,gene_name,cell_type,logFC,FDR,l_sasp_group,target_ct_cat,source_ct_cat
6613,VE_Sc,Macrophage_NSc,CD274,CD80,0.19762671,0.0,0.028396972,0.6983467250985556,0.3707265679495732,0.017473573,0.6192318,5.770280178487249e-05,0.22224596528021145,Skin,Vein endothelium,Sc,Monocytes / macrophages,NSc,0.3008708,0.334769230769229,0.09438261,0.06098099867432626,109583.0,0.7694895021417035,CD274,VE,0.7105378605344799,4.003370103793824e-06,Immune interface,Immune,Endothelial
6615,DC_Sc,Fibroblast_NSc,IL32,ITGB3,0.19723192,1.0,0.03379204,-0.16191263295737998,-0.4619045929871556,0.001541779,0.63951516,0.08425074363804111,0.22245332839035237,Skin,Dendritic cells,Sc,Fibroblasts,NSc,0.26870492,0.22807017543859673,0.12575892,0.09243620059576521,109641.0,0.7698967769117337,IL32,DC,0.8146906320428702,0.0226747461318695,Pro-inflammatory SASP,Mesenchymal & Stromal,Immune
6628,Fibroblast_Sc,Treg_NSc,ADAM15,ITGAV,0.19649464,1.0,0.034048863,-0.22775379225921816,-0.44029685248866707,0.0010510964,0.6403875,0.09885366802465118,0.22306102458569532,Skin,Fibroblasts,Sc,Tregs,NSc,0.26403192,0.31690698779907306,0.12895738,0.06166666666666661,109825.0,0.7711888210097606,ADAM15,Fibroblast,0.2522159622633273,0.0035569270811508,ECM and remodeling,Immune,Mesenchymal & Stromal
6630,Pericyte_Sc,Treg_NSc,CX3CL1,ITGAV,0.19644809,1.0,0.034036852,0.04622248182654745,-0.14076129080535618,0.0030239644,0.6403468,0.04734895044367915,0.22310180908840266,Skin,Pericytes,Sc,Tregs,NSc,0.26393878,0.2278630460448628,0.12895738,0.06166666666666661,109839.0,0.7712836177234744,CX3CL1,Pericyte,0.3928072193372081,0.0349120142038318,Pro-inflammatory SASP,Immune,Mesenchymal & Stromal
6635,LE_Sc,Melanocyte_NSc,SEMA4A,PLXNB2,0.21276985,0.963,0.027986819,-0.05635542970517549,-0.17589969808826428,0.0020953412,0.61751515,0.0032203150427519566,0.22369539085137324,Skin,Lymphatic endothelium,Sc,Melanocytes,NSc,0.3442392,0.2869352869352862,0.0813005,0.06779661016949157,110023.0,0.7725826838002949,SEMA4A,LE,1.0912560276856806,0.0012351405726867,Growth / angiogenesis / development,Tissue-Specific,Endothelial
6639,Pericyte_Sc,NK_NSc,SEMA6A,PLXNA4,0.19551903,0.019,0.03241615,0.041863886506085204,0.006929916762256572,0.005374264,0.6347099,0.001612454651342813,0.22384021055754666,Skin,Pericytes,Sc,NK cells,NSc,0.27175248,0.2066115702479328,0.11928557,0.07130124777183598,110078.0,0.7729618706551507,SEMA6A,Pericyte,0.9239640880205324,0.0001481287053316,Growth / angiogenesis / development,Immune,Mesenchymal & Stromal
6641,Fibroblast_Sc,Melanocyte_NSc,LGALS8,ITGA3,0.19547632,0.0,0.031276334,0.09526015004223505,-0.006465422781556873,0.0030774823,0.6305504,0.0019373543458867514,0.2238736189157277,Skin,Fibroblasts,Sc,Melanocytes,NSc,0.27875093,0.3341784186341224,0.11220173,0.08958837772397084,110088.0,0.7730356014324836,LGALS8,Fibroblast,0.2267470526103691,0.0256437744750916,Pro-inflammatory SASP,Tissue-Specific,Mesenchymal & Stromal
6644,Fibroblast_Sc,Pericyte_NSc,RGMB,NEO1,0.19531997,0.0,0.038130175,0.16466642487973795,0.11620994116374767,0.0073233326,0.65331686,0.0006186145604216443,0.2240184504077072,Skin,Fibroblasts,Sc,Pericytes,NSc,0.19976003,0.24576136903818172,0.1908799,0.1146412746299588,110130.0,0.7733340355312127,RGMB,Fibroblast,0.234414992591376,0.012275199533451,Growth / angiogenesis / development,Mesenchymal & Stromal,Mesenchymal & Stromal
6647,Fibroblast_Sc,Fibroblast_NSc,ADAM15,ITGB3,0.19489542,0.775,0.03320437,-0.007903279156851515,-0.11465809311574263,0.0056598443,0.6374905,0.0022181303880699477,0.22428968227750049,Skin,Fibroblasts,Sc,Fibroblasts,NSc,0.26403192,0.31690698779907306,0.12575892,0.09243620059576521,110214.0,0.7739203707604803,ADAM15,Fibroblast,0.2522159622633273,0.0035569270811508,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
6649,Pericyte_Sc,Fibroblast_NSc,CX3CL1,ITGB3,0.19484885,0.0,0.033192657,0.2660729949289141,0.18487746856756826,0.01642564,0.63744974,0.00024098570143557278,0.22434544908575824,Skin,Pericytes,Sc,Fibroblasts,NSc,0.26393878,0.2278630460448628,0.12575892,0.09243620059576521,110229.0,0.7740257004423846,CX3CL1,Pericyte,0.3928072193372081,0.0349120142038318,Pro-inflammatory SASP,Mesenchymal & Stromal,Mesenchymal & Stromal
6651,VE_Sc,Pericyte_NSc,THBS1,LRP5,0.20884791,1.0,0.027754499,-0.08976866708139475,-0.280437932904426,0.0036306381,0.6165303,0.0692098293293608,0.22442722116403108,Skin,Vein endothelium,Sc,Pericytes,NSc,0.3347961,0.332615384615383,0.082899705,0.054775148486847676,110258.0,0.7742293378273998,THBS1,VE,0.3371749085775919,0.031192433771281,ECM and remodeling,Mesenchymal & Stromal,Endothelial
6655,Fibroblast_Sc,LE_NSc,TNFSF9,HLA-DPA1,0.19437434,1.0,0.036875196,-0.13113919920327627,-0.5707806279406011,0.0010074748,0.6495171,0.10031319137784683,0.22469862634422635,Skin,Fibroblasts,Sc,Lymphatic endothelium,NSc,0.22447728,0.25970527650134084,0.1642714,0.09313464608834539,110340.0,0.7748051400884769,TNFSF9,Fibroblast,0.3213982982039101,0.0077615579071637,Pro-inflammatory SASP,Endothelial,Mesenchymal & Stromal
6662,VE_Sc,Pericyte_NSc,COL1A2,CD36,0.19371998,1.0,0.037358202,-0.33183786517569586,-0.907043327262729,0.0014519575,0.6509969,0.11444695220200421,0.22525680581693341,Skin,Vein endothelium,Sc,Pericytes,NSc,0.20672883,0.20769230769231078,0.18071114,0.09012915998868495,110515.0,0.7760339863773611,COL1A2,VE,0.6593758310707998,0.0272861413349409,ECM and remodeling,Mesenchymal & Stromal,Endothelial
6667,VE_Sc,CD4T_NSc,COL1A1,ITGA5,0.19301543,1.0,0.037158974,-0.4844873968407455,-1.112895107449944,0.0008704358,0.6503892,0.1214559162164367,0.22576711633619156,Skin,Vein endothelium,Sc,CD4 T cells,NSc,0.2028126,0.21384615384615707,0.18321827,0.09817170111287529,110669.0,0.7771153711115792,COL1A1,VE,0.6568853308931955,0.0373230723114625,ECM and remodeling,Immune,Endothelial
6671,Fibroblast_Sc,Pericyte_NSc,CLCF1,CRLF1,0.19909288,0.0,0.027359735,0.2898739875752556,0.19974635061104476,0.021331249,0.61483544,0.00019019022333567774,0.2258640382741946,Skin,Fibroblasts,Sc,Pericytes,NSc,0.3099001,0.3466962446521857,0.08828566,0.05307815593475949,110706.0,0.7773716733375465,CLCF1,Fibroblast,0.6194383618732545,2.295470087438932e-05,Growth / angiogenesis / development,Mesenchymal & Stromal,Mesenchymal & Stromal
6680,Fibroblast_Sc,Melanocyte_NSc,TNFSF9,TRAF2,0.19192365,0.0,0.035774946,0.2638736159948233,0.14676709553694978,0.008900856,0.64606154,0.00024594850950322,0.22655031193853453,Skin,Fibroblasts,Sc,Melanocytes,NSc,0.22447728,0.25970527650134084,0.15937002,0.12267958030669862,110901.0,0.7787479811810968,TNFSF9,Fibroblast,0.3213982982039101,0.0077615579071637,Pro-inflammatory SASP,Tissue-Specific,Mesenchymal & Stromal
6684,VE_Sc,Pericyte_NSc,COL1A1,CD36,0.19176187,1.0,0.036650494,-0.29211450160087093,-0.8022497054767102,0.0014555326,0.6488211,0.10894584384814734,0.22666976741673975,Skin,Vein endothelium,Sc,Pericytes,NSc,0.2028126,0.21384615384615707,0.18071114,0.09012915998868495,110936.0,0.7789937504388736,COL1A1,VE,0.6568853308931955,0.0373230723114625,ECM and remodeling,Mesenchymal & Stromal,Endothelial
6686,Fibroblast_Sc,Pericyte_NSc,TGFB3,ENG,0.19159111,1.0,0.02999178,0.011181061865465414,-0.22639095227614223,0.004161606,0.6256522,0.05372392128468055,0.22681912445386487,Skin,Fibroblasts,Sc,Pericytes,NSc,0.2735385,0.3045476152749093,0.10964372,0.0670312058074846,110974.0,0.7792570746436346,TGFB3,Fibroblast,0.295725838482884,0.006324949099785,Growth / angiogenesis / development,Mesenchymal & Stromal,Mesenchymal & Stromal
6690,Fibroblast_Sc,Pericyte_NSc,EFNB2,EPHA4,0.19125518,1.0,0.036568135,-0.09493462277082901,-0.22004204526225268,0.0024372549,0.6485648,0.07028491729703067,0.22708055301700494,Skin,Fibroblasts,Sc,Pericytes,NSc,0.19448087,0.20123593725241232,0.18802948,0.10945601960968933,111050.0,0.77979074503195,EFNB2,Fibroblast,0.3488055093986077,0.0250586168296589,Growth / angiogenesis / development,Mesenchymal & Stromal,Mesenchymal & Stromal
6693,Fibroblast_Sc,Pericyte_NSc,ADAM15,ITGA5,0.19093211,1.0,0.031111486,-0.22634135924615595,-0.5111500480094496,0.0012255018,0.6299346,0.09580830830785395,0.22733466176289507,Skin,Fibroblasts,Sc,Pericytes,NSc,0.26403192,0.31690698779907306,0.117832296,0.06938813990760709,111128.0,0.7803349483884559,ADAM15,Fibroblast,0.2522159622633273,0.0035569270811508,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
6694,VE_Sc,Fibroblast_NSc,THBS1,LRP5,0.20755605,1.0,0.026889484,-0.0931941436899519,-0.30430195753315153,0.0035174834,0.61278063,0.06994438079800118,0.22741689598553017,Skin,Vein endothelium,Sc,Fibroblasts,NSc,0.3347961,0.332615384615383,0.080316,0.061143015078461545,111153.0,0.7805175198370901,THBS1,VE,0.3371749085775919,0.031192433771281,ECM and remodeling,Mesenchymal & Stromal,Endothelial
6699,Macrophage_Sc,LE_NSc,HGF,MET,0.19050542,0.0,0.036272425,0.17290110700097044,0.15137289276014465,0.012239053,0.64763886,0.0005773084049368216,0.22767865503919946,Skin,Monocytes / macrophages,Sc,Lymphatic endothelium,NSc,0.19496484,0.20431211498973223,0.18604599,0.10697179350718551,111237.0,0.7811038550663577,HGF,Macrophage,0.9278675970356416,0.0032100568829778,Growth / angiogenesis / development,Endothelial,Immune
6716,Fibroblast_Sc,DC_NSc,EFNB2,PECAM1,0.18951035,1.0,0.035889465,-0.1888448288510528,-0.5295628905805011,0.0012943773,0.64642686,0.09066810648917153,0.2285508030853206,Skin,Fibroblasts,Sc,Dendritic cells,NSc,0.19448087,0.20123593725241232,0.18453982,0.1287057122198108,111496.0,0.7829225475739063,EFNB2,Fibroblast,0.3488055093986077,0.0250586168296589,Growth / angiogenesis / development,Immune,Mesenchymal & Stromal
6731,Pericyte_Sc,NK_NSc,SLIT2,APP,0.20231701,1.0,0.026319042,-0.4855376032303877,-1.001825096613365,0.00086018,0.6102336,0.1210692134557265,0.22954446618288757,Skin,Pericytes,Sc,NK cells,NSc,0.3232018,0.23435655253836918,0.08143222,0.051099227569815726,111780.0,0.7849167895512955,SLIT2,Pericyte,0.9835099173112224,6.345503873891016e-06,Growth / angiogenesis / development,Immune,Mesenchymal & Stromal
6737,Macrophage_Sc,Fibroblast_NSc,RARRES1,NRP2,0.1877947,0.0,0.028801791,0.24435832017621967,-0.014752386391651273,0.0045332317,0.6208992,0.0009347651885198184,0.22996123810309438,Skin,Monocytes / macrophages,Sc,Fibroblasts,NSc,0.26820028,0.21765913757700106,0.107389115,0.07176857169179528,111896.0,0.7857348500807527,RARRES1,Macrophage,1.2158523314885024,0.0213815220351644,ECM and remodeling,Mesenchymal & Stromal,Immune
6746,VE_Sc,Melanocyte_NSc,COL1A2,CD36,0.18733573,1.0,0.03471858,-0.3433694674716818,-0.9717138032858379,0.0013493664,0.64262724,0.11719632244351647,0.23034073050292836,Skin,Vein endothelium,Sc,Melanocytes,NSc,0.20672883,0.20769230769231078,0.16794261,0.10088781275221935,112012.0,0.7865423776420195,COL1A2,VE,0.6593758310707998,0.0272861413349409,ECM and remodeling,Tissue-Specific,Endothelial
6753,VE_Sc,LE_NSc,SLIT3,ROBO1,0.18692039,1.0,0.032616712,-0.4202609369784463,-0.8691459234542009,0.0015539298,0.6354246,0.11757295643355153,0.23070920865654843,Skin,Vein endothelium,Sc,Lymphatic endothelium,NSc,0.23511294,0.25076923076923474,0.13872784,0.0593400745077167,112118.0,0.7872902183835405,SLIT3,VE,0.5758603857134267,0.0053245076668723,Growth / angiogenesis / development,Endothelial,Endothelial
6763,Fibroblast_Sc,LE_NSc,TGFB3,ITGB3,0.18642917,0.0,0.027167803,0.16060276930803,0.11446649570653247,0.010473935,0.6140016,0.0006412602108103708,0.2311268392734061,Skin,Fibroblasts,Sc,Lymphatic endothelium,NSc,0.2735385,0.3045476152749093,0.09931985,0.056679084619478286,112249.0,0.7882100976055052,TGFB3,Fibroblast,0.295725838482884,0.006324949099785,Growth / angiogenesis / development,Endothelial,Mesenchymal & Stromal
6784,VE_Sc,Melanocyte_NSc,COL1A1,CD36,0.1853776,1.0,0.034060877,-0.30364610389685687,-0.8669201814998191,0.001352689,0.64042807,0.11242121960248425,0.2320422852774632,Skin,Vein endothelium,Sc,Melanocytes,NSc,0.2028126,0.21384615384615707,0.16794261,0.10088781275221935,112515.0,0.7900779439646092,COL1A1,VE,0.6568853308931955,0.0373230723114625,ECM and remodeling,Tissue-Specific,Endothelial
6789,Fibroblast_Sc,Melanocyte_NSc,TGFB3,ENG,0.18503523,1.0,0.026405204,0.0018042784992106653,-0.2525165711511479,0.0036639394,0.6106222,0.05744405889350148,0.23224593472342311,Skin,Fibroblasts,Sc,Melanocytes,NSc,0.2735385,0.3045476152749093,0.09653195,0.07425343018563357,112570.0,0.7904641527982585,TGFB3,Fibroblast,0.295725838482884,0.006324949099785,Growth / angiogenesis / development,Tissue-Specific,Mesenchymal & Stromal
6797,VE_Sc,Fibroblast_NSc,TGFB3,ITGB3,0.18454397,0.0,0.030600792,0.15391110755277593,0.07692304188958413,0.01367338,0.62800336,0.0006804716937667598,0.2326723029615223,Skin,Vein endothelium,Sc,Fibroblasts,NSc,0.243329,0.28492307692307856,0.12575892,0.09243620059576521,112686.0,0.791278702338319,TGFB3,VE,0.6433296052145591,0.000108287986669,Growth / angiogenesis / development,Mesenchymal & Stromal,Endothelial
6800,VE_Sc,Melanocyte_NSc,COL1A1,DDR2,0.18427101,1.0,0.03361201,-0.4635899505042237,-1.143256938279292,0.0013051647,0.6388992,0.12213386763190806,0.23289131200452073,Skin,Vein endothelium,Sc,Melanocytes,NSc,0.2028126,0.21384615384615707,0.1657294,0.12348668280871637,112754.0,0.7917526859068885,COL1A1,VE,0.6568853308931955,0.0373230723114625,ECM and remodeling,Tissue-Specific,Endothelial
6803,DC_Sc,LE_NSc,IL32,ITGB3,0.18401238,1.0,0.026687734,-0.19360109064125536,-0.46211132972721763,0.0012176414,0.6118867,0.09319547018661901,0.2331141343024212,Skin,Dendritic cells,Sc,Lymphatic endothelium,NSc,0.26870492,0.22807017543859673,0.09931985,0.056679084619478286,112826.0,0.7922617793694263,IL32,DC,0.8146906320428702,0.0226747461318695,Pro-inflammatory SASP,Endothelial,Immune
6817,VE_Sc,VE_NSc,COL1A2,CD44,0.18301088,1.0,0.032930437,-0.9138393521508039,-2.1108315478329125,0.0001779404,0.6365327,0.12624809992390457,0.2339496659164636,Skin,Vein endothelium,Sc,Vein endothelium,NSc,0.20672883,0.20769230769231078,0.1592929,0.10133047480925819,113074.0,0.7940032301102451,COL1A2,VE,0.6593758310707998,0.0272861413349409,ECM and remodeling,Endothelial,Endothelial
6827,Fibroblast_Sc,VE_NSc,TNFSF9,PVR,0.18190429,0.0,0.031276707,0.21263743469269464,0.14085095890188742,0.009232648,0.63055176,0.000400712381869618,0.2349418459906069,Skin,Fibroblasts,Sc,Vein endothelium,NSc,0.22447728,0.25970527650134084,0.13933128,0.10631187338420021,113355.0,0.7959728951618567,TNFSF9,Fibroblast,0.3213982982039101,0.0077615579071637,Pro-inflammatory SASP,Endothelial,Mesenchymal & Stromal
6829,Fibroblast_Sc,LE_NSc,ADAM15,ITGB3,0.18167588,0.999,0.026223611,-0.039591736840726914,-0.11486482985580465,0.0044699404,0.60980153,0.0028704966676112616,0.23514657042667583,Skin,Fibroblasts,Sc,Lymphatic endothelium,NSc,0.26403192,0.31690698779907306,0.09931985,0.056679084619478286,113416.0,0.7964012358682677,ADAM15,Fibroblast,0.2522159622633273,0.0035569270811508,ECM and remodeling,Endothelial,Mesenchymal & Stromal
6831,Pericyte_Sc,LE_NSc,CX3CL1,ITGB3,0.18162932,0.0,0.026214361,0.23438453724503872,0.18467073182750623,0.012972376,0.6097595,0.00032724494764407636,0.23518827998833516,Skin,Pericytes,Sc,Lymphatic endothelium,NSc,0.26393878,0.2278630460448628,0.09931985,0.056679084619478286,113429.0,0.7964960325819817,CX3CL1,Pericyte,0.3928072193372081,0.0349120142038318,Pro-inflammatory SASP,Endothelial,Mesenchymal & Stromal
6838,VE_Sc,VE_NSc,COL1A1,CD44,0.18105274,1.0,0.032306608,-0.874115988575979,-2.0060379260468935,0.00017837854,0.6343174,0.12615088500569638,0.23566249325054628,Skin,Vein endothelium,Sc,Vein endothelium,NSc,0.2028126,0.21384615384615707,0.1592929,0.10133047480925819,113560.0,0.7974194227933432,COL1A1,VE,0.6568853308931955,0.0373230723114625,ECM and remodeling,Endothelial,Endothelial
6848,Macrophage_Sc,Mast cell_NSc,HGF,ST14,0.18054543,0.0,0.032388736,0.5769084455690432,0.36401258571298856,0.028008647,0.63461185,5.770280178487249e-05,0.23602312920820306,Skin,Monocytes / macrophages,Sc,Mast cells,NSc,0.19496484,0.20431211498973223,0.16612603,0.0834862385321101,113666.0,0.7981637525454673,HGF,Macrophage,0.9278675970356416,0.0032100568829778,Growth / angiogenesis / development,Immune,Immune
6853,VE_Sc,Fibroblast_NSc,THBS1,PTPRJ,0.20385465,1.0,0.02441106,-0.23990295143153753,-0.7894952610233636,0.000321839,0.60124755,0.12227560441498946,0.23645624648721258,Skin,Vein endothelium,Sc,Fibroblasts,NSc,0.3347961,0.332615384615383,0.072913215,0.051745846512912065,113782.0,0.7989712801067341,THBS1,VE,0.3371749085775919,0.031192433771281,ECM and remodeling,Mesenchymal & Stromal,Endothelial
6854,VE_Sc,LE_NSc,SLIT3,ROBO2,0.17995673,1.0,0.029342217,-0.4134885809730491,-0.9656289587264792,0.0018754263,0.6230846,0.11709633017335064,0.23649048044793672,Skin,Vein endothelium,Sc,Lymphatic endothelium,NSc,0.23511294,0.25076923076923474,0.124800526,0.053219797764768345,113793.0,0.7990520328628608,SLIT3,VE,0.5758603857134267,0.0053245076668723,Growth / angiogenesis / development,Endothelial,Endothelial
6855,Fibroblast_Sc,Melanocyte_NSc,PLAT,LRP1,0.17994317,1.0,0.03075608,-0.17540112161835425,-0.5419571190137145,0.002981946,0.62859446,0.08974107816623743,0.23649805427800819,Skin,Fibroblasts,Sc,Melanocytes,NSc,0.22023539,0.2406908572333966,0.13965094,0.1065375302663436,113795.0,0.7990660768204481,PLAT,Fibroblast,0.6419738795382359,0.0001319793257244,ECM and remodeling,Tissue-Specific,Mesenchymal & Stromal
6857,Pericyte_Sc,Melanocyte_NSc,EFNA1,EPHA2,0.1983662,0.0,0.024372851,0.12374394459365848,0.08102286833399795,0.005493824,0.6010598,0.0008738910022582685,0.23658167924757423,Skin,Pericytes,Sc,Melanocytes,NSc,0.32074386,0.2709563164108597,0.07598852,0.05649717514124301,113823.0,0.7992626922266695,EFNA1,Pericyte,0.68993209582225,0.0008811864674025,Growth / angiogenesis / development,Tissue-Specific,Mesenchymal & Stromal
6858,Fibroblast_Sc,CD4T_NSc,RGMB,NEO1,0.17971075,0.0,0.03189398,0.13321893966403006,0.08864849806360181,0.0061256005,0.63282526,0.0008091863712136659,0.2366805457651351,Skin,Fibroblasts,Sc,CD4 T cells,NSc,0.19976003,0.24576136903818172,0.15966147,0.08585055643879028,113854.0,0.799476862579875,RGMB,Fibroblast,0.234414992591376,0.012275199533451,Growth / angiogenesis / development,Immune,Mesenchymal & Stromal
6859,Fibroblast_Sc,Pericyte_NSc,SEMA6A,PLXNA2,0.17970294,1.0,0.029412847,-0.10287337506323456,-0.23756295424737903,0.002197341,0.62336683,0.07201025888315565,0.23669194867857823,Skin,Fibroblasts,Sc,Pericytes,NSc,0.23337132,0.23910632229440124,0.12603454,0.07843876685207743,113857.0,0.7995049504950495,SEMA6A,Fibroblast,0.3183994447957613,0.0089569997844879,Growth / angiogenesis / development,Mesenchymal & Stromal,Mesenchymal & Stromal
6863,Fibroblast_Sc,LE_NSc,RGMB,NEO1,0.17937636,0.0,0.031760387,0.13254519097253836,0.1281087148108226,0.006099942,0.63233745,0.0008136561970342396,0.23695435643645904,Skin,Fibroblasts,Sc,Lymphatic endothelium,NSc,0.19976003,0.24576136903818172,0.1589927,0.07716870675891448,113925.0,0.799982445053016,RGMB,Fibroblast,0.234414992591376,0.012275199533451,Growth / angiogenesis / development,Endothelial,Mesenchymal & Stromal
6889,Macrophage_Sc,VE_NSc,HGF,CD44,0.17712888,1.0,0.031056516,-0.43759534146191204,-1.0997154355613166,0.00077693467,0.6297285,0.1210935119567563,0.23891688391285087,Skin,Monocytes / macrophages,Sc,Vein endothelium,NSc,0.19496484,0.20431211498973223,0.1592929,0.10133047480925819,114508.0,0.8040692367109051,HGF,Macrophage,0.9278675970356416,0.0032100568829778,Growth / angiogenesis / development,Endothelial,Immune
6891,VE_Sc,DC_NSc,LTBP1,ITGB5,0.19551286,1.0,0.023769597,-0.1720550729672162,-0.38196763850901394,0.0026957106,0.5980512,0.08615119497561063,0.23901231973455273,Skin,Vein endothelium,Sc,Dendritic cells,NSc,0.31574464,0.30092307692307746,0.075281076,0.050614605929139696,114530.0,0.8042272312337617,LTBP1,VE,0.3115643831365033,0.0230287720448331,ECM and remodeling,Immune,Endothelial
6896,Pericyte_Sc,DC_NSc,EFNA1,EPHA2,0.1972925,0.0,0.0236841,0.12076675221041568,0.07227924123410072,0.005338574,0.597618,0.0008952422871259581,0.23935604517781953,Skin,Pericytes,Sc,Dendritic cells,NSc,0.32074386,0.2709563164108597,0.07384116,0.05278380332610283,114644.0,0.805024225826838,EFNA1,Pericyte,0.68993209582225,0.0008811864674025,Growth / angiogenesis / development,Immune,Mesenchymal & Stromal
6900,VE_Sc,Pericyte_NSc,TGFB3,ENG,0.17648636,1.0,0.026679497,-0.02719905757366403,-0.2641411428331526,0.0042456724,0.6118501,0.059107040730095046,0.23944390296157553,Skin,Vein endothelium,Sc,Pericytes,NSc,0.243329,0.28492307692307856,0.10964372,0.0670312058074846,114671.0,0.8052208412330595,TGFB3,VE,0.6433296052145591,0.000108287986669,Growth / angiogenesis / development,Mesenchymal & Stromal,Endothelial
6904,Fibroblast_Sc,NK_NSc,SEMA6A,PLXNA4,0.17632845,0.537,0.02783783,0.010535107506015717,-0.09236206972841304,0.005288577,0.61688465,0.001979774741954521,0.2395814652485184,Skin,Fibroblasts,Sc,NK cells,NSc,0.23337132,0.23910632229440124,0.11928557,0.07130124777183598,114720.0,0.8055614072045503,SEMA6A,Fibroblast,0.3183994447957613,0.0089569997844879,Growth / angiogenesis / development,Immune,Mesenchymal & Stromal
6907,VE_Sc,NK_NSc,SEMA3E,PLXND1,0.17609905,0.997,0.027092623,0.04225699117596682,-0.07754790124402564,0.0055709053,0.6136731,0.002748083124338428,0.23976495922568491,Skin,Vein endothelium,Sc,NK cells,NSc,0.23869498,0.2270769230769266,0.11350311,0.07070707070707068,114770.0,0.8059125061442315,SEMA3E,VE,0.533780632406318,0.0025006707991822,Growth / angiogenesis / development,Immune,Endothelial
6911,Fibroblast_Sc,Pericyte_NSc,TGFB3,ACVRL1,0.1797142,0.969,0.023494199,0.05221947062122953,-0.10665072200689649,0.00825362,0.5966497,0.0024423978952775567,0.24012442544007198,Skin,Fibroblasts,Sc,Pericytes,NSc,0.2735385,0.3045476152749093,0.08588991,0.05298387857075459,114877.0,0.806667368864546,TGFB3,Fibroblast,0.295725838482884,0.006324949099785,Growth / angiogenesis / development,Mesenchymal & Stromal,Mesenchymal & Stromal
6928,Fibroblast_Sc,CD8T_NSc,PLAT,ITGAM,0.17480116,0.0,0.028491175,0.1539163644233501,0.12260239786526389,0.0030661465,0.6196222,0.0019491377862427338,0.24110460475244044,Skin,Fibroblasts,Sc,CD8 T cells,NSc,0.22023539,0.2406908572333966,0.12936692,0.06919900908340244,115168.0,0.808703742714697,PLAT,Fibroblast,0.6419738795382359,0.0001319793257244,ECM and remodeling,Immune,Mesenchymal & Stromal
6929,VE_Sc,LE_NSc,COL1A2,CD44,0.17476504,1.0,0.029521134,-0.921447765949206,-2.000216387420849,0.00015951815,0.6237982,0.12613842489182553,0.24111995392380753,Skin,Vein endothelium,Sc,Lymphatic endothelium,NSc,0.20672883,0.20769230769231078,0.14280124,0.07078233102714211,115176.0,0.808759918545046,COL1A2,VE,0.6593758310707998,0.0272861413349409,ECM and remodeling,Endothelial,Endothelial
6940,Fibroblast_Sc,Mast cell_NSc,RGMB,NEO1,0.17383583,0.0,0.02954683,0.12138275906984657,0.08096438786847082,0.0056748036,0.62390023,0.0008906128428902753,0.2418523723261009,Skin,Fibroblasts,Sc,Mast cells,NSc,0.19976003,0.24576136903818172,0.14791162,0.07522935779816514,115390.0,0.8102661329962784,RGMB,Fibroblast,0.234414992591376,0.012275199533451,Growth / angiogenesis / development,Immune,Mesenchymal & Stromal
6941,Fibroblast_Sc,DC_NSc,PLAU,ITGB5,0.19008918,0.024,0.022952994,0.09331357333790952,-0.060957066524476744,0.0057962574,0.59384227,0.0012305198746891558,0.24221315645775315,Skin,Fibroblasts,Sc,Dendritic cells,NSc,0.30489728,0.2906037078117502,0.075281076,0.050614605929139696,115488.0,0.8109577979074504,PLAU,Fibroblast,0.5446454588433136,0.0010035035140715,ECM and remodeling,Immune,Mesenchymal & Stromal
6943,Fibroblast_Sc,NK_NSc,RGMB,NEO1,0.17336282,0.0,0.029357858,0.12042980597046775,0.021370735318203077,0.005638509,0.62314713,0.0008977592357382134,0.24230145565763178,Skin,Fibroblasts,Sc,NK cells,NSc,0.19976003,0.24576136903818172,0.14696562,0.09269162210338698,115515.0,0.8111438803454813,RGMB,Fibroblast,0.234414992591376,0.012275199533451,Growth / angiogenesis / development,Immune,Mesenchymal & Stromal
6947,VE_Sc,Mast cell_NSc,SEMA3E,PLXND1,0.17304812,0.993,0.025636144,0.037259255060556135,-0.058597100577514466,0.0052714176,0.60710263,0.002648087064336918,0.24259725060787954,Skin,Vein endothelium,Sc,Mast cells,NSc,0.23869498,0.2270769230769266,0.10740127,0.05779816513761468,115608.0,0.8117969243732884,SEMA3E,VE,0.533780632406318,0.0025006707991822,Growth / angiogenesis / development,Immune,Endothelial
6948,VE_Sc,Fibroblast_NSc,SEMA3E,NRP2,0.17304204,0.493,0.025633242,0.07585665961081149,-0.1276439687565566,0.005276778,0.6070891,0.0018024760182330365,0.24260107853992485,Skin,Vein endothelium,Sc,Fibroblasts,NSc,0.23869498,0.2270769230769266,0.107389115,0.07176857169179528,115609.0,0.811803946352082,SEMA3E,VE,0.533780632406318,0.0025006707991822,Growth / angiogenesis / development,Mesenchymal & Stromal,Endothelial
